0.001 sec,,20.0 sec,,60.0 sec,
3858.006,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3862.014,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3866.024,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3870.002,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3874.015,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3878.025,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3879.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3882.002,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3886.013,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3890.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3894.002,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3898.014,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3902.028,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3906.002,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3910.013,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3914.026,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3918.002,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3922.019,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3926.026,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3930.002,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3934.013,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3938.033,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3939.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3942.001,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3946.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3950.035,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3954.01,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3958.018,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3962.033,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3966.002,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3970.013,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3974.027,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3978.0,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3982.014,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3986.028,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3990.001,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3994.015,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3998.063,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3999.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4002.002,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4006.014,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4010.027,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4014.003,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4018.015,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4022.027,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4026.002,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4030.014,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4034.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4038.004,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4042.014,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4046.026,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4053.002,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4054.015,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4058.026,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4059.564,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4062.0,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4066.011,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4070.027,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4074.005,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4078.019,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4082.027,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4086.002,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4090.014,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4094.027,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4098.002,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4102.051,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4106.024,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4110.0,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4114.014,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4119.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4121.027,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4122.008,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4126.016,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4130.026,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4134.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4138.016,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4142.027,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4146.009,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4150.014,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4157.028,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4158.002,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4162.012,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4166.024,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4170.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4174.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4178.027,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4179.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4182.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4186.015,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4190.024,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4194.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4198.014,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4202.024,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4206.002,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4210.014,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4214.027,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4218.003,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4222.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4226.025,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4230.002,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4234.015,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4238.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4239.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4242.003,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4246.011,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4250.029,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4254.001,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4261.025,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4262.028,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4266.008,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4270.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4274.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4278.004,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4282.014,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4289.024,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4290.0,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4294.013,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4298.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4299.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4302.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4306.015,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4310.025,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4314.003,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4318.014,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4322.025,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4326.004,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4330.015,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4334.028,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4338.002,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4342.019,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4346.026,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4350.003,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4354.015,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4359.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4361.027,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4362.002,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4366.012,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4370.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4374.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4381.014,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4382.034,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4386.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4390.012,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4394.027,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4398.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4402.014,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4406.025,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4410.009,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4414.021,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4418.032,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4419.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4422.003,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4426.018,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4433.034,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4440.01,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4447.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4454.028,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4458.002,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4462.014,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4466.026,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4470.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4474.015,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4478.026,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4479.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4482.009,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4486.015,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4490.034,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4494.003,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4498.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4502.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4506.008,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4513.02,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4514.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4518.008,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4522.013,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4526.025,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4530.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4534.014,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4538.027,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4539.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4542.003,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4546.013,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4550.028,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4554.003,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4558.012,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4562.027,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4566.002,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4570.014,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4574.027,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4578.002,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4582.016,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4586.028,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4590.001,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4594.014,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4599.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4601.028,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4602.001,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4606.014,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4609.051,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4613.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4617.043,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4621.06,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4625.033,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4629.038,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4633.052,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4637.027,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4641.04,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4645.014,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4649.027,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4653.004,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4657.014,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4659.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4661.027,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4665.002,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4669.014,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4673.027,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4677.001,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4684.015,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4685.027,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4689.001,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4693.013,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4697.026,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4701.008,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4705.014,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4709.027,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4713.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4717.015,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4719.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4721.028,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4725.002,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4729.014,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4733.027,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4737.008,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4741.014,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4745.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4748.998,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4753.014,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4757.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4761.002,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4765.013,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4769.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4776.002,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4777.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4779.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4781.028,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4785.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4789.013,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4792.096,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4793.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4800.007,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4804.09,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4811.029,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4818.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4820.07,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4824.114,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4831.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4838.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4839.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4845.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4852.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4853.027,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4857.0,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4861.014,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4865.026,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4869.0,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4873.019,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4877.033,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4881.002,55,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4885.019,53,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4892.027,53,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4899.002,53,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4899.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4905.007,54,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4912.014,54,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4913.027,55,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4917.002,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4921.014,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4925.027,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4929.001,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4933.015,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4937.027,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4944.004,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4945.016,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4949.026,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4956.002,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4957.015,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4959.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4964.026,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4965.002,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4972.014,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4973.027,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4980.002,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4981.016,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4985.025,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4992.003,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
4993.016,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5000.027,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5001.004,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5005.013,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5009.028,56,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5013.002,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5019.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5020.015,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5025.003,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5032.014,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5037.003,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5041.015,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5045.027,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5052.003,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5053.014,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5060.026,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5067.003,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5073.004,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5077.014,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5079.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5081.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5088.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5095.02,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5102.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5109.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5116.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5117.027,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5121.002,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5125.014,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5129.028,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5133.003,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5137.014,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5139.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5141.027,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5145.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5152.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5153.027,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5157.001,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5161.014,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5168.027,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5173.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5180.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5181.009,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5185.019,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5192.027,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5193.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5199.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5200.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5207.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5209.015,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5216.064,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5217.002,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5221.014,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5225.027,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5229.008,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5233.019,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5237.026,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5244.002,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5245.012,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5249.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5256.0,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5259.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5260.202,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
