<1h,1-3h,3-6h,>6h
0.06,6.23,2.5,35.99
0.06,5.01,4.18,28.94
1.33,0.12,7.71,3.66
1.26,4.77,2.69,1.16
0.06,2.77,3.53,208.46
0.9,0.12,4.95,7.3
0.64,2.44,6.23,25.68
0.23,0.47,8.54,22.04
0.06,3.46,2.62,3.12
0.67,1.89,2.04,376.59
0.1,1.77,11.13,12.29
0.06,1.8,0.4,4.82
0.06,0.13,12.6,1.84
0.06,0.43,5.26,9.44
0.75,1.45,0.48,9.2
0.85,7.03,11.38,87.97
0.06,3.51,3.16,489.84
0.06,0.0,1.55,1.18
0.06,0.26,8.3,2.49
3.27,0.21,6.12,3.43
0.95,1.5,3.77,0.36
1.12,0.56,2.04,2.89
0.06,0.08,0.0,1.46
0.06,4.57,12.24,4.4
1.03,0.95,12.82,6.18
0.06,1.49,13.25,1.24
0.98,0.72,2.02,7.8
0.06,0.47,2.25,194.25
1.03,5.23,16.25,3.81
3.42,1.52,6.76,14.75
0.06,5.53,4.15,2.01
0.06,6.13,9.83,43.68
1.11,1.01,8.03,42.51
1.48,1.39,4.06,7.49
0.06,2.55,6.81,6.63
0.12,2.91,11.44,17.51
0.25,0.56,13.82,1.16
0.06,4.02,6.18,1.77
0.29,1.51,3.76,77.02
0.99,0.88,1.75,9.06
0.06,2.33,4.99,13.63
0.06,7.47,0.08,11.53
0.66,3.05,0.88,0.29
0.8,1.45,4.57,1.21
0.06,2.76,0.98,3.16
0.06,8.66,2.14,2.11
0.78,0.27,2.39,2.71
0.06,1.17,12.04,22.52
2.18,6.56,2.35,7.84
0.06,4.71,3.72,66.99
0.06,11.62,9.19,10.94
0.06,2.05,11.33,2.71
0.06,6.08,6.49,88.29
0.06,12.05,1.54,490.48
0.06,1.51,6.8,5.55
3.27,3.67,8.52,1.64
0.06,5.3,25.06,3.8
0.06,5.54,4.95,45.95
0.06,9.71,10.09,0.9
0.28,5.46,2.06,2.82
0.06,6.3,10.1,2.43
0.06,0.66,6.17,6.69
0.06,3.88,0.5,7.15
0.06,10.27,4.94,51.24
0.06,6.01,2.72,73.82
3.27,4.97,12.31,9.33
0.81,8.03,3.4,3.5
0.06,4.57,13.9,2.53
2.22,4.23,1.13,7.31
0.06,0.87,4.91,7.0
0.06,8.36,6.99,3.03
2.7,6.38,7.43,209.57
0.06,2.45,5.23,10.66
0.06,2.92,1.78,490.81
0.06,3.33,11.19,3.49
2.82,8.08,2.01,2.91
0.06,8.18,0.77,0.85
0.06,10.73,9.64,4.42
2.14,0.46,13.49,2.75
0.06,3.52,1.7,2.37
0.06,8.77,13.28,1.22
0.06,5.82,2.75,30.48
0.06,18.67,9.31,0.08
1.62,6.05,4.49,195.38
0.06,11.54,7.34,2.51
0.06,8.78,11.2,31.84
0.91,5.35,22.44,5.09
0.06,7.26,4.73,15.8
1.02,0.73,3.77,3.79
0.06,11.79,5.32,11.91
0.07,2.94,5.4,74.36
0.07,18.94,16.02,10.37
1.21,2.55,4.08,0.8
2.01,3.57,4.12,10.65
0.07,5.51,7.24,96.72
0.07,6.0,5.23,9.08
0.07,5.0,2.85,17.82
5.8,1.74,4.56,19.01
0.72,4.07,2.38,11.98
2.66,15.27,12.8,5.99
2.45,4.66,3.15,0.21
0.97,11.23,1.76,489.46
1.54,9.4,9.06,6.76
3.97,2.47,0.87,2.64
3.61,3.07,5.05,0.26
0.62,1.32,7.17,489.04
4.46,5.07,8.76,59.94
1.24,10.57,3.38,12.35
0.06,3.4,7.51,6.69
0.06,6.67,4.03,3.2
0.06,6.95,8.81,0.15
2.36,0.3,3.9,28.08
2.24,7.11,14.34,54.82
0.06,10.26,5.12,53.75
0.06,5.43,1.05,375.79
3.27,5.81,21.52,17.53
0.81,16.26,7.6,13.94
0.39,3.54,1.72,4.9
0.07,13.31,15.89,10.44
0.8,0.14,34.06,7.18
0.07,7.73,28.36,12.66
0.07,13.02,9.75,13.89
0.07,3.03,27.73,8.49
0.07,3.81,40.12,16.07
0.07,1.45,11.84,11.59
0.07,3.29,0.6,8.78
0.07,0.31,18.64,17.67
4.11,4.68,19.39,74.66
1.24,3.03,11.98,14.88
0.07,6.95,13.48,40.43
2.15,4.19,0.46,0.49
0.07,1.98,5.96,12.79
0.07,2.06,1.94,18.08
1.06,1.1,0.7,489.72
1.52,4.34,21.01,22.29
0.07,2.97,19.52,32.52
1.75,1.57,24.2,18.82
1.6,2.06,3.68,21.96
0.07,2.51,12.15,17.47
0.74,8.24,11.12,36.26
2.17,4.96,17.85,27.82
3.71,1.08,6.57,19.03
0.07,3.53,9.25,489.19
0.07,3.29,2.3,16.38
0.07,10.35,5.84,40.08
0.07,2.19,25.49,2.03
4.22,4.18,34.1,28.99
0.07,4.87,5.71,11.48
3.51,9.67,37.94,15.51
0.01,0.13,38.53,9.71
0.07,7.74,12.91,2.42
2.45,9.21,23.16,2.49
1.59,0.1,26.1,16.56
0.07,5.28,24.08,18.48
0.71,5.17,6.44,6.54
0.43,4.52,52.38,6.06
0.07,7.52,23.27,41.6
1.74,1.99,14.18,14.99
0.07,4.8,4.55,9.97
3.27,2.02,5.96,8.17
4.97,2.42,19.22,7.19
0.07,7.86,38.45,13.65
0.07,10.16,34.56,6.41
0.07,19.29,3.6,17.89
7.54,5.15,12.62,27.65
0.07,5.34,19.65,33.98
0.07,13.42,0.66,3.82
0.07,1.53,20.66,7.48
0.07,5.99,3.54,10.12
0.07,9.92,25.69,9.31
3.04,6.97,11.96,10.91
0.07,3.83,9.0,18.86
6.94,0.44,33.93,371.5
0.07,16.13,0.44,5.09
0.07,15.89,8.86,19.76
0.19,11.97,10.78,9.96
3.86,5.42,6.98,13.85
5.84,7.23,30.77,21.64
0.07,8.39,26.91,2.12
0.07,7.15,7.39,4.46
0.07,9.63,13.37,2.36
5.65,7.05,4.56,13.57
3.07,5.06,20.97,15.78
0.81,35.68,16.15,25.58
6.1,29.77,5.88,5.99
6.19,4.73,4.68,21.82
5.61,25.79,4.45,10.9
0.07,36.41,2.06,63.68
0.07,6.58,6.28,24.89
13.53,13.56,12.4,6.58
6.04,2.53,22.43,17.57
3.26,24.54,0.57,23.5
0.07,15.54,1.61,1.74
0.14,8.47,11.1,29.0
0.46,22.05,2.72,4.89
0.08,31.66,3.0,6.63
0.07,13.25,13.26,1.56
1.88,3.16,12.65,26.69
0.07,24.78,0.08,8.24
0.07,8.01,13.01,9.69
0.07,10.11,8.36,60.19
2.18,6.08,9.85,487.53
1.1,7.76,8.63,27.3
0.07,9.32,0.54,5.86
0.29,6.52,11.11,1.89
0.07,7.17,7.84,5.1
0.82,5.33,5.89,4.39
0.07,0.95,22.48,0.26
0.45,2.11,5.69,17.44
0.07,6.61,27.62,1.81
3.27,1.04,5.14,3.18
0.07,0.08,2.42,17.44
1.38,10.62,5.05,28.28
0.09,4.0,10.13,12.41
7.31,2.75,3.93,8.22
0.07,3.21,14.72,23.18
0.81,9.64,5.14,19.09
0.17,12.46,11.04,28.55
0.21,7.64,11.66,17.24
2.24,5.59,25.88,365.59
0.07,1.3,16.92,22.61
0.07,5.81,2.63,0.61
3.72,0.19,9.22,1.92
1.11,0.1,11.46,1.74
0.25,2.73,5.31,6.62
0.67,0.14,8.44,0.57
0.02,5.69,1.58,10.77
0.07,3.1,3.74,3.86
0.81,2.96,3.57,4.37
0.07,1.59,0.18,8.01
0.07,4.1,17.78,13.78
0.07,1.93,9.46,28.35
2.22,0.44,2.48,18.66
1.61,0.46,12.84,1.05
1.18,3.38,22.97,26.22
0.07,3.0,4.88,93.5
2.77,0.75,13.01,2.63
0.07,2.01,14.37,4.15
0.07,2.18,1.24,1.87
0.41,10.99,24.07,8.54
0.07,5.28,11.71,26.17
1.26,4.17,7.68,10.81
3.04,1.16,15.95,18.86
2.67,0.77,0.7,15.31
0.07,4.01,6.05,7.97
0.97,5.08,13.28,10.98
0.07,0.51,25.03,364.38
0.07,0.92,8.8,2.7
0.4,0.38,6.46,15.78
0.07,4.79,1.87,0.26
0.07,4.46,7.07,6.68
0.39,0.24,13.69,4.56
0.07,0.23,39.76,169.28
0.07,2.52,6.19,5.57
2.07,2.58,3.24,6.74
1.16,0.49,12.41,160.05
0.02,2.76,10.68,19.85
0.07,0.48,8.13,1.86
0.07,11.61,0.69,6.11
0.61,9.38,8.38,29.45
0.07,10.72,0.19,1.87
0.26,2.75,3.11,109.79
0.07,4.42,8.12,4.14
1.23,7.63,6.04,81.01
1.72,5.04,0.48,28.76
0.04,5.8,1.15,20.56
1.47,13.09,8.24,21.27
1.56,21.06,13.63,167.49
0.07,11.85,1.84,6.5
3.06,3.93,9.16,8.45
0.07,4.57,2.92,5.75
3.26,0.71,1.29,1.8
0.07,12.21,3.79,3.32
0.07,3.69,7.98,483.19
1.2,0.71,4.33,91.4
0.07,4.81,5.68,0.72
0.07,1.27,1.18,59.82
3.91,5.6,1.38,3.39
0.07,0.12,3.21,15.17
0.07,1.75,4.28,33.55
0.07,4.89,1.51,9.09
1.65,2.0,20.69,3.0
1.83,0.82,0.14,10.66
0.07,1.58,6.22,15.24
0.07,3.68,4.03,3.55
0.07,1.03,1.02,2.39
0.07,2.97,17.55,6.11
0.76,3.85,17.79,170.43
0.54,0.46,3.25,10.98
0.44,1.96,11.5,5.12
0.07,2.16,6.86,13.17
0.52,0.81,22.52,9.39
0.07,0.19,1.27,10.84
0.07,2.87,10.35,7.35
0.07,2.39,8.09,43.06
0.07,4.43,5.73,7.83
0.07,6.57,14.6,10.86
3.26,3.92,16.36,12.26
0.07,0.21,14.11,3.53
1.68,2.65,0.11,8.61
0.07,4.6,2.89,1.56
0.39,1.72,2.22,5.25
3.26,1.33,9.5,6.58
0.89,2.73,7.41,355.68
0.07,1.16,14.61,1.38
0.07,2.88,5.45,16.23
0.64,0.83,0.76,1.25
0.22,1.51,1.69,2.55
0.93,0.97,0.55,4.54
1.48,0.29,3.55,49.62
5.83,1.79,1.87,9.62
3.44,2.1,2.42,12.59
0.08,8.63,3.97,11.03
3.67,0.35,6.05,7.97
7.55,2.12,6.67,4.26
0.16,3.46,6.41,4.0
0.08,2.21,2.75,351.42
0.08,7.14,2.32,5.31
0.08,8.36,4.34,90.68
0.91,1.35,8.65,6.84
0.08,13.24,1.21,2.16
0.08,12.47,2.46,21.61
4.12,4.71,1.22,4.64
0.08,0.95,17.45,76.43
2.39,18.17,3.63,13.64
3.26,10.53,0.16,9.76
0.08,1.63,8.84,0.41
0.08,0.45,7.54,24.34
1.93,3.19,1.47,24.1
0.08,4.26,1.52,70.26
2.02,3.83,3.26,11.14
0.42,1.04,7.4,14.69
2.19,0.73,12.7,3.99
0.64,1.19,4.78,45.03
0.08,1.62,0.32,27.74
0.74,0.96,7.87,356.95
0.08,11.36,1.13,1.07
0.13,0.4,5.33,10.89
0.14,1.37,15.37,55.59
3.26,0.34,0.08,8.66
0.08,2.58,9.12,0.82
1.45,1.16,9.72,4.47
0.08,5.62,7.75,10.35
0.08,0.58,6.82,15.75
0.23,2.04,5.3,11.15
0.08,0.77,1.05,18.37
2.46,2.2,7.39,10.5
1.94,6.83,3.41,13.02
0.73,15.08,4.91,483.1
0.37,3.16,6.62,61.91
0.08,5.68,11.49,7.47
1.1,2.29,4.73,482.85
0.08,7.23,2.58,20.44
0.09,1.45,2.04,3.26
0.08,3.82,2.86,6.38
2.26,2.58,5.01,351.02
0.08,0.38,0.23,481.15
0.08,1.48,0.8,9.99
0.08,2.55,2.2,1.41
3.8,0.56,0.47,87.39
1.04,3.58,3.52,11.19
0.08,2.29,9.17,12.22
2.53,0.96,2.51,2.24
2.78,0.3,3.33,5.34
4.66,2.11,5.43,15.37
0.97,2.04,2.55,12.11
0.57,4.4,1.18,10.37
0.08,5.26,4.61,0.26
1.99,3.23,6.77,69.02
0.08,9.45,1.94,15.92
3.25,10.49,5.05,66.05
0.08,8.3,3.7,14.97
0.08,0.05,4.99,6.48
0.08,2.62,1.13,3.86
2.96,9.31,18.36,8.3
0.09,0.05,4.72,21.88
0.09,1.06,3.73,6.81
0.33,0.84,2.63,482.69
0.09,3.14,2.19,9.46
0.09,3.1,10.86,162.74
0.8,0.37,8.4,7.92
0.09,4.46,2.64,14.95
0.85,2.26,4.72,25.49
0.09,7.14,11.9,4.47
3.61,8.69,10.84,1.98
0.09,10.63,16.75,8.74
1.1,9.11,10.51,21.48
0.09,10.93,3.37,0.79
3.24,9.54,8.79,4.85
0.09,2.45,2.69,4.64
0.86,3.57,3.02,20.81
3.45,13.13,3.03,14.44
3.25,5.32,3.5,2.56
1.89,5.68,3.08,3.29
2.42,0.96,5.3,3.95
0.88,1.43,3.74,12.66
0.09,9.72,2.38,3.17
3.08,7.33,3.93,8.76
0.61,4.78,1.28,2.28
0.95,2.61,3.18,5.32
0.09,5.27,0.75,2.19
0.09,8.84,3.92,10.17
1.48,9.08,2.16,66.61
3.93,5.77,1.7,17.54
0.09,0.35,4.0,347.24
4.62,7.43,0.47,1.52
0.08,1.73,9.8,8.67
0.08,11.09,7.16,344.08
0.08,2.87,15.76,12.87
0.08,4.33,5.56,9.35
2.84,3.58,1.48,35.97
0.08,0.63,0.06,478.44
0.08,2.36,5.24,337.94
0.08,8.05,2.08,5.99
1.47,7.45,5.65,8.32
0.08,2.19,6.53,0.01
0.91,3.92,4.45,29.13
0.46,2.53,6.82,14.54
0.08,2.5,1.02,1.53
0.08,4.01,1.7,3.66
0.08,8.06,3.7,19.19
0.08,7.61,4.23,1.37
0.08,2.15,2.88,10.72
0.08,3.55,0.52,7.85
0.35,6.2,10.47,329.31
0.08,3.89,0.96,33.05
0.08,0.74,4.93,43.55
1.47,4.39,1.51,112.81
0.09,4.12,5.99,82.55
0.46,6.68,4.88,61.13
0.23,12.18,4.51,5.24
0.09,5.07,8.96,13.22
0.34,1.93,7.89,7.74
3.16,9.82,0.23,132.3
0.09,11.17,3.03,9.84
0.41,0.28,1.22,114.09
0.09,6.85,10.63,8.54
0.0,0.4,2.8,45.75
0.09,9.23,1.99,20.41
0.42,5.51,8.03,16.37
0.09,8.38,7.25,46.12
0.09,6.97,10.09,14.25
0.09,7.35,3.27,32.14
2.8,4.65,0.89,19.0
2.6,7.68,10.26,22.5
2.15,9.17,0.71,8.71
0.09,15.73,13.87,12.19
3.55,4.18,11.81,7.29
3.25,1.4,2.78,8.37
0.08,6.04,18.83,1.22
2.02,18.23,19.31,4.95
0.12,0.58,1.76,476.46
0.62,7.42,26.49,20.75
1.09,4.92,2.92,12.1
1.53,9.26,32.06,13.22
0.55,10.21,42.47,3.8
1.46,3.11,12.29,122.59
1.19,0.02,52.14,475.19
4.04,0.87,2.18,61.37
0.05,17.55,37.7,18.7
0.08,9.38,16.05,8.6
0.08,11.65,9.22,60.6
2.54,2.88,0.76,11.02
0.08,0.78,13.79,50.72
0.08,2.0,3.49,47.52
0.08,0.67,21.74,27.65
0.08,4.15,11.37,34.78
0.08,3.51,9.2,21.53
3.25,3.79,10.48,46.02
0.08,2.1,10.77,27.67
0.08,8.41,0.39,4.2
0.39,3.41,3.94,10.54
1.68,5.8,20.33,33.3
1.96,4.21,4.04,13.93
0.04,2.28,19.87,4.49
3.25,0.66,12.89,9.88
0.08,0.12,17.49,7.68
3.25,0.05,35.25,5.44
0.08,1.03,14.5,3.1
0.86,1.15,7.96,4.62
0.08,0.24,5.16,4.95
1.24,1.34,2.53,5.06
0.63,0.54,7.03,5.08
1.56,4.08,21.88,1.43
0.09,1.46,1.72,122.0
0.65,0.39,8.66,7.42
0.09,7.32,12.48,13.55
0.09,3.34,5.91,30.88
0.09,1.09,4.83,8.08
0.02,6.88,4.72,4.7
0.41,3.2,6.38,11.85
2.04,0.62,7.57,10.54
0.09,0.31,11.38,11.6
0.09,3.14,10.53,2.72
0.09,3.62,5.72,6.0
0.09,2.3,8.74,10.71
3.85,7.08,0.82,22.3
1.76,4.1,11.74,17.84
1.12,12.87,2.32,14.51
0.48,15.25,2.82,1.85
1.72,2.38,0.32,19.87
3.42,16.1,1.38,18.9
0.09,13.56,2.38,7.29
3.24,7.06,7.35,5.88
0.09,0.41,7.1,1.43
0.09,9.14,4.66,11.78
0.09,13.45,2.32,10.87
0.09,12.64,0.21,3.56
1.47,2.56,10.32,10.0
0.09,2.58,2.95,7.72
0.09,10.16,10.82,113.55
0.09,2.99,9.75,0.77
0.31,7.24,15.98,6.32
0.49,7.03,15.77,6.67
0.43,5.79,12.0,8.87
4.28,10.65,0.37,107.26
0.09,5.45,0.16,15.21
0.09,0.25,6.27,8.96
1.86,1.36,4.64,10.01
0.09,1.49,4.97,474.28
0.09,0.65,12.92,19.93
7.49,1.17,4.18,10.19
0.09,0.07,11.62,39.04
0.08,0.05,3.42,79.95
4.35,0.09,2.35,0.06
0.08,1.71,8.93,28.29
2.1,4.36,1.29,8.07
0.84,0.3,0.97,23.12
0.2,6.2,10.25,73.1
0.09,1.6,12.87,16.78
1.13,1.64,3.6,11.11
0.09,0.41,2.79,332.54
1.66,2.09,0.9,127.66
0.09,2.21,4.56,29.41
0.09,0.21,0.75,12.45
0.09,0.76,3.87,71.56
0.09,2.5,4.15,6.62
0.09,0.21,1.71,7.97
0.09,1.69,2.06,25.66
0.09,2.4,0.75,9.38
0.09,3.96,0.48,9.0
0.09,4.19,2.23,10.32
1.87,4.24,4.53,0.69
0.62,13.77,6.73,6.22
0.09,2.78,0.95,1.18
0.09,0.05,2.39,17.36
1.53,5.07,7.36,7.67
0.45,2.52,5.15,8.99
0.41,6.56,6.99,324.37
0.09,0.6,3.49,12.52
0.09,2.2,0.03,319.65
0.12,1.16,4.15,8.3
0.09,0.78,12.63,23.93
0.09,1.05,0.45,12.7
0.09,4.2,0.72,1.21
0.09,0.97,0.79,3.61
4.26,0.36,1.59,3.46
0.09,5.29,13.06,89.06
1.51,6.9,9.82,103.54
3.03,2.89,12.18,67.35
0.09,7.21,5.21,88.89
0.09,3.46,0.36,5.95
0.09,2.23,4.41,30.53
2.27,2.06,0.43,59.92
1.63,3.83,4.78,20.34
0.09,3.34,0.06,27.68
0.09,1.05,0.54,9.35
0.09,1.81,5.59,2.82
0.37,0.94,3.52,6.72
0.19,1.4,7.13,7.83
0.91,0.69,8.03,1.8
0.09,1.96,5.4,20.06
1.65,3.0,5.8,7.62
0.09,3.84,1.06,87.12
0.09,2.74,15.4,3.73
1.35,1.46,10.89,472.41
0.48,2.21,0.04,24.33
0.5,5.39,1.86,13.64
2.94,2.0,6.99,472.2
3.93,5.17,6.71,3.69
2.95,1.95,2.83,103.99
0.47,3.41,1.63,8.37
0.35,2.36,2.08,5.27
0.09,0.85,9.24,15.5
0.32,2.08,9.81,17.65
0.24,4.98,3.1,311.09
0.12,2.11,5.91,8.15
0.09,1.42,11.12,3.79
0.09,13.52,0.83,17.29
0.09,5.23,6.55,39.74
0.09,5.12,0.92,1.05
0.15,13.0,3.03,9.98
0.17,9.61,2.22,9.38
1.06,3.84,3.93,5.55
0.26,0.67,0.57,10.71
1.12,4.67,4.87,67.76
0.54,2.72,0.83,60.3
0.28,4.95,3.25,24.73
0.09,5.45,3.77,469.58
1.91,0.44,4.8,91.5
0.66,2.89,11.46,15.63
0.11,4.69,0.08,6.23
3.24,0.21,2.19,3.65
2.71,4.52,9.31,4.09
0.09,6.45,8.68,8.83
1.34,2.21,11.76,4.47
2.53,2.79,2.48,64.99
1.35,10.17,7.93,12.42
5.85,4.49,9.42,2.86
1.23,7.69,11.82,8.3
2.66,9.16,1.39,6.07
0.09,7.37,5.99,88.38
1.52,4.32,6.91,18.73
0.11,0.71,13.39,0.35
0.23,6.92,6.25,107.72
0.29,1.52,5.22,104.92
0.36,3.1,1.62,2.2
2.57,3.67,7.19,12.46
1.2,1.67,0.34,8.3
0.09,2.87,9.57,315.36
0.92,2.49,1.31,1.95
0.54,1.82,8.13,54.58
1.96,3.96,3.59,5.7
2.31,4.17,1.64,0.28
0.09,2.08,5.56,2.54
2.36,0.63,1.24,1.8
3.67,5.24,0.24,0.23
0.09,0.26,1.45,36.62
0.09,14.01,0.19,5.87
0.45,0.34,9.16,1.16
0.31,0.21,1.96,32.43
0.09,8.84,0.02,1.47
0.09,5.07,9.14,10.28
3.41,6.06,7.67,8.75
0.09,0.69,3.36,3.75
1.91,1.99,2.82,3.23
2.42,2.67,2.59,9.09
0.09,2.42,8.24,8.47
2.4,4.87,4.85,316.17
0.09,7.99,0.59,36.48
0.09,4.63,9.64,0.37
0.96,0.21,8.62,20.01
0.09,1.5,13.13,15.78
0.6,4.5,15.69,12.63
0.09,2.16,0.3,9.72
1.99,0.35,4.24,10.89
0.09,7.69,0.83,11.04
0.09,2.27,1.04,91.42
1.05,0.87,1.67,2.54
0.09,11.4,3.31,28.68
3.73,2.29,2.43,30.03
0.09,10.33,5.21,17.54
5.23,1.97,1.94,17.47
1.75,1.42,13.0,17.96
0.29,6.44,18.78,14.66
3.24,0.37,12.08,2.75
0.09,2.14,30.61,14.53
2.76,1.82,11.04,5.79
0.09,6.09,10.9,1.45
4.38,4.11,3.64,0.28
3.24,0.54,33.64,5.73
0.09,2.98,24.79,82.55
0.09,6.23,7.43,1.11
1.88,5.36,13.88,34.36
7.04,1.0,8.42,23.4
0.2,0.68,5.67,2.61
0.09,0.68,16.2,300.26
0.09,3.88,20.33,466.32
0.09,0.63,15.52,19.54
0.65,7.84,15.03,1.54
0.76,4.08,21.65,95.43
1.05,2.09,44.12,1.21
3.24,2.24,7.94,14.09
2.95,2.71,31.44,9.54
0.09,4.57,8.88,5.19
0.09,4.16,24.91,12.7
3.24,2.94,1.24,84.03
0.09,1.93,3.3,2.82
0.09,0.76,8.85,12.09
2.02,0.16,6.47,0.37
1.89,1.03,8.38,25.69
0.09,6.94,8.41,7.63
0.09,2.04,11.44,19.01
0.09,4.63,2.12,8.94
0.09,4.53,6.4,12.48
7.81,0.69,17.91,4.55
0.09,2.28,0.71,6.4
0.09,6.69,10.33,3.84
0.09,6.24,0.21,14.0
0.09,2.91,3.35,28.35
0.09,6.38,21.47,6.24
0.09,5.56,2.16,50.14
3.24,6.07,0.16,32.47
0.51,0.62,6.11,12.99
2.38,4.28,2.72,36.64
0.09,5.58,5.22,3.43
3.24,1.76,7.93,19.94
0.09,0.98,7.63,300.1
3.01,0.01,12.37,20.86
0.09,0.87,14.66,6.5
3.24,0.63,24.14,66.87
2.45,0.39,22.75,0.16
0.13,1.51,8.67,0.61
2.25,0.81,19.83,22.2
0.09,1.93,10.2,71.46
1.14,1.94,25.43,11.13
1.1,1.75,5.0,4.67
3.24,5.08,15.22,6.87
0.09,4.57,3.86,6.39
0.09,2.36,6.58,3.9
0.18,0.83,16.24,14.88
0.16,0.85,6.23,10.94
3.2,0.14,13.91,19.93
0.26,0.95,18.78,7.15
0.3,1.75,8.31,36.01
0.3,3.95,11.63,9.4
0.27,3.85,1.19,24.28
0.27,5.54,3.62,11.44
1.39,5.86,0.21,6.05
0.86,0.41,1.48,3.13
0.39,3.32,1.32,12.67
5.45,3.11,19.25,19.07
3.99,3.08,3.44,11.02
1.33,0.73,4.18,5.33
1.59,0.83,1.17,14.8
0.09,1.1,20.22,4.54
2.48,1.27,5.24,4.3
0.09,4.45,6.87,0.06
0.09,6.51,1.64,7.56
0.0,5.48,2.54,1.25
0.52,8.17,20.02,6.55
4.62,8.65,0.77,4.75
0.01,7.17,4.43,0.14
0.09,4.28,0.8,11.95
3.24,1.63,3.03,14.4
0.09,8.37,1.66,8.27
0.09,5.48,3.33,5.53
0.09,3.19,5.41,12.14
0.69,4.99,12.52,8.23
0.5,2.86,44.18,3.26
0.23,4.75,1.07,0.47
0.1,7.68,10.27,7.02
0.54,3.31,4.66,2.02
0.1,2.36,15.92,0.08
0.1,6.58,3.6,8.86
0.59,6.59,16.7,66.34
3.24,2.87,12.55,92.23
0.1,3.32,17.85,23.97
0.1,0.87,7.5,11.81
2.76,5.4,30.09,5.32
0.1,0.17,12.3,2.0
0.33,4.35,16.45,41.35
0.35,1.54,15.03,468.05
1.74,2.43,4.37,2.74
3.06,0.71,0.71,3.35
0.1,6.04,5.75,4.45
0.1,3.69,17.15,3.11
0.1,4.09,13.34,3.29
1.69,6.14,17.22,0.12
0.1,1.62,1.81,467.29
0.1,4.79,18.01,0.81
3.17,1.4,30.8,11.73
0.1,1.23,17.96,299.95
0.1,0.76,13.05,20.18
0.1,4.11,10.95,16.06
0.1,5.58,7.31,463.71
0.1,1.13,21.77,5.48
0.22,6.6,12.16,1.83
0.1,4.04,5.0,4.75
5.66,2.62,6.28,3.9
0.1,7.3,6.92,2.08
0.1,9.86,0.88,0.36
1.28,0.86,2.19,9.54
3.23,3.1,10.44,10.33
2.46,6.37,11.18,21.49
1.53,12.18,8.87,6.64
0.29,5.05,19.44,106.81
0.01,14.65,1.5,7.84
0.1,3.53,8.96,7.83
2.47,8.57,9.99,0.37
5.35,4.3,1.3,0.72
3.46,5.37,3.85,291.87
0.1,7.28,6.05,9.95
0.1,1.32,1.94,4.03
0.1,0.82,5.86,1.73
3.39,2.67,16.4,4.83
0.1,2.65,3.68,4.22
2.11,0.45,0.82,1.32
2.72,1.52,2.91,2.58
0.1,9.11,3.55,15.08
0.1,6.32,2.86,11.36
0.1,6.58,1.74,461.3
0.1,5.91,0.84,21.92
0.61,5.45,6.09,18.78
0.05,6.66,2.65,8.61
0.85,4.77,5.35,85.31
1.24,4.19,2.61,12.53
0.33,2.59,0.06,19.89
0.56,11.97,7.2,10.7
0.46,3.04,3.68,9.25
3.23,4.05,0.94,8.79
0.29,9.27,10.42,16.84
0.91,1.48,2.17,13.1
0.1,19.36,7.42,19.76
0.76,5.93,4.84,20.08
0.89,4.05,3.91,2.02
0.1,3.98,0.69,4.95
0.1,0.66,2.34,1.22
0.1,6.66,7.73,7.31
0.1,2.08,3.01,17.64
0.1,1.01,5.52,15.49
2.2,1.72,5.42,19.23
5.04,15.28,0.19,0.46
0.3,3.65,3.6,9.9
3.54,0.8,7.16,8.59
2.94,3.13,0.03,22.39
0.1,9.68,1.67,1.59
0.1,3.12,6.22,4.82
0.1,1.59,3.73,8.08
0.1,0.91,8.04,0.19
2.07,6.08,2.47,0.59
0.1,5.83,5.5,0.77
0.1,1.32,5.23,9.43
0.1,1.08,1.23,51.82
0.1,10.7,0.44,0.88
0.1,3.03,1.42,8.1
0.1,1.6,5.29,17.79
1.52,2.05,5.78,6.39
0.1,5.36,3.53,9.37
7.09,6.42,2.05,3.7
0.1,17.35,1.29,4.22
0.31,9.59,2.54,26.6
0.14,7.81,8.0,11.27
3.06,8.27,1.53,290.28
1.52,4.16,3.12,7.64
0.87,13.46,1.32,52.32
4.66,2.28,3.13,56.62
0.1,12.53,6.85,460.88
0.1,6.02,7.79,4.11
3.84,2.44,1.43,0.11
5.21,0.71,5.08,9.15
2.89,10.26,1.71,6.47
3.6,0.11,0.22,37.59
0.58,1.45,1.35,13.52
0.1,5.95,2.28,7.36
0.1,18.47,0.34,14.81
0.1,8.57,2.48,17.44
0.1,6.02,2.0,35.14
0.1,9.57,2.54,15.87
0.1,2.65,5.56,13.34
3.23,3.39,9.68,12.98
0.1,0.68,4.53,0.65
0.1,0.99,2.58,8.44
0.1,3.92,6.74,0.58
0.1,9.74,15.95,9.04
0.1,0.2,5.76,12.07
0.1,0.68,0.61,5.4
2.36,1.99,4.63,4.3
0.1,1.96,20.22,2.47
0.1,0.04,6.44,7.13
3.36,1.98,5.83,275.57
0.1,2.91,2.31,12.07
1.9,0.83,17.25,101.98
1.62,2.17,3.7,20.94
0.09,0.56,9.62,1.87
0.1,0.65,6.69,2.66
0.1,2.93,3.8,3.65
1.1,0.75,0.35,105.75
0.14,0.53,10.98,19.76
0.13,0.4,14.16,94.22
0.64,5.58,23.02,35.74
8.93,0.87,15.71,2.96
2.22,16.06,4.13,49.5
